nome,valor_compra,preco_venda,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
COPO TÉRMICO COM ABRIDOR  - PAREDE DUPLA E AÇO - 470ML - 10g,29.7,48.24,unidade
COPO TÉRMICO COM ABRIDOR  - PAREDE DUPLA E AÇO - 470ML - 10g,32.5,52.72,unidade
COPO TÉRMICO COM ABRIDOR  - PAREDE DUPLA E AÇO - 470ML - 10g,32.5,52.72,unidade
COPO TÉRMICO COM ABRIDOR  - PAREDE DUPLA E AÇO - 470ML - 10g,32.5,52.72,unidade
COPO TÉRMICO COM ABRIDOR  - PAREDE DUPLA E AÇO - 470ML - 10g,29.7,48.24,unidade
COPO TÉRMICO COM ABRIDOR  - PAREDE DUPLA E AÇO - 470ML - 10g,28.8,46.8,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,43.5,70.32,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,38.2,61.84,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,35.25,57.12,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,43.5,70.32,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,38.2,61.84,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,35.25,57.12,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,29.5,47.92,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,25.8,42.0,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,25.05,40.8,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,29.5,47.92,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,25.8,42.0,unidade
COPO TÉRMICO MODELO CUIA - 360ML - 10g,25.05,40.8,unidade
COPO TÉRMICO MODELO CUIA - 360ML - DTF - 10g,36.5,59.12,unidade
COPO TÉRMICO MODELO CUIA - 360ML - DTF - 10g,32.6,52.88,unidade
COPO TÉRMICO MODELO CUIA - 360ML - DTF - 10g,31.55,51.2,unidade
COPO TÉRMICO MODELO CUIA - 360ML - DTF - 10g,36.5,59.12,unidade
COPO TÉRMICO MODELO CUIA - 360ML - DTF - 10g,32.6,52.88,unidade
COPO TÉRMICO MODELO CUIA - 360ML - DTF - 10g,31.55,51.2,unidade
DTF - COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,53.5,86.32,unidade
DTF - COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,51.8,83.6,unidade
DTF - COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,50.9,82.16,unidade
DTF - COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,53.5,86.32,unidade
DTF - COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,51.8,83.6,unidade
DTF - COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,50.9,82.16,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,60.5,97.52,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,57.0,91.92,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,55.9,90.16,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,60.5,97.52,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,57.0,91.92,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,55.9,90.16,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,49.5,79.92,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,45.8,74.0,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,44.8,72.4,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,49.5,79.92,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,45.8,74.0,unidade
COPO TÉRMICO MULTIFUNÇÃO - 420ML - 10g,44.8,72.4,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA ACRÍLICA 1200ML - 10g,74.5,119.92,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA ACRÍLICA 1200ML - 10g,69.2,111.44,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA ACRÍLICA 1200ML - 10g,65.7,105.84,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA ACRÍLICA 1200ML - 10g,74.5,119.92,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA ACRÍLICA 1200ML - 10g,69.2,111.44,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA ACRÍLICA 1200ML - 10g,65.7,105.84,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA LISA 1200ML - 10g,72.5,116.72,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA LISA 1200ML - 10g,68.8,110.8,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA LISA 1200ML - 10g,65.45,105.44,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA LISA 1200ML - 10g,72.5,116.72,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA LISA 1200ML - 10g,68.8,110.8,unidade
DTF - COPO TÉRMICO QUENCH PRO - TAMPA LISA 1200ML - 10g,65.45,105.44,unidade
COPO TÉRMICO QUENCH PRO - TAMPA ACRÍLICA 1200ML - 10g,79.5,127.92,unidade
COPO TÉRMICO QUENCH PRO - TAMPA ACRÍLICA 1200ML - 10g,74.2,119.44,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
"CANECA, COPOS E TAÇAS",0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.0,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.01,0.74,unidade
CANETAS,0.0,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.01,0.74,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.01,0.74,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.01,0.74,unidade
CANETAS,0.0,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.01,0.74,unidade
CANETAS,0.0,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS,0.01,0.74,unidade
CANETAS,0.0,0.73,unidade
CANETAS,0.0,0.72,unidade
CANETAS,0.01,0.73,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.35,6.08,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.59,6.46,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.69,6.62,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.86,6.9,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,4.15,7.36,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.0,5.51,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.07,5.63,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.18,5.81,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.35,6.08,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.54,6.38,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.63,6.53,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.78,6.77,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,4.15,7.36,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.0,5.51,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.07,5.63,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.18,5.81,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.35,6.08,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.54,6.38,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.63,6.53,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.78,6.77,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,4.15,7.36,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.35,6.08,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.18,5.81,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.07,5.63,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.0,5.51,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,4.15,7.36,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.78,6.77,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.63,6.53,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.54,6.38,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.35,6.08,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.18,5.81,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.07,5.63,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.0,5.51,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,4.15,7.36,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.78,6.77,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.63,6.53,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.54,6.38,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,1.5,3.13,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,1.55,3.2,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,1.62,3.31,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,1.75,3.52,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,2.04,3.98,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,2.11,4.1,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,2.26,4.34,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,2.55,4.8,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,1.75,3.52,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,2.55,4.8,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.9,6.96,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.99,7.1,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,4.1,7.28,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,4.25,7.52,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,4.44,7.82,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,4.55,8.0,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,4.74,8.3,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,5.05,8.8,unidade
CANETAS ESFEROGRÁFICAS - PLASTICO - 10g,3.9,6.96,unidade
APERGAMINHADO - 180g,0.57,1.64,unidade
APERGAMINHADO - 180g,0.52,1.56,unidade
APERGAMINHADO - 180g,0.54,1.58,unidade
APERGAMINHADO - 180g,0.69,1.82,unidade
APERGAMINHADO - 180g,0.52,1.55,unidade
APERGAMINHADO - 180g,0.67,1.78,unidade
APERGAMINHADO - 180g,0.6,1.68,unidade
APERGAMINHADO - 180g,0.63,1.73,unidade
APERGAMINHADO - 180g,0.77,1.95,unidade
APERGAMINHADO - 180g,0.61,1.69,unidade
APERGAMINHADO - 180g,0.95,2.25,unidade
APERGAMINHADO - 180g,0.87,2.11,unidade
APERGAMINHADO - 180g,0.9,2.16,unidade
APERGAMINHADO - 180g,1.07,2.43,unidade
APERGAMINHADO - 180g,0.88,2.12,unidade
APERGAMINHADO - 180g,0.57,1.64,unidade
APERGAMINHADO - 180g,0.52,1.56,unidade
APERGAMINHADO - 180g,0.54,1.58,unidade
APERGAMINHADO - 180g,0.69,1.82,unidade
APERGAMINHADO - 180g,0.52,1.55,unidade
APERGAMINHADO - 180g,0.67,1.78,unidade
APERGAMINHADO - 180g,0.6,1.68,unidade
APERGAMINHADO - 180g,0.63,1.73,unidade
APERGAMINHADO - 180g,0.77,1.95,unidade
APERGAMINHADO - 180g,0.61,1.69,unidade
APERGAMINHADO - 180g,0.95,2.25,unidade
APERGAMINHADO - 180g,0.87,2.11,unidade
APERGAMINHADO - 180g,0.9,2.16,unidade
APERGAMINHADO - 180g,1.07,2.43,unidade
APERGAMINHADO - 180g,0.88,2.12,unidade
APERGAMINHADO - 180g,1.08,2.45,unidade
APERGAMINHADO - 180g,1.04,2.39,unidade
APERGAMINHADO - 180g,1.04,2.39,unidade
APERGAMINHADO - 180g,1.15,2.56,unidade
APERGAMINHADO - 180g,1.05,2.4,unidade
APERGAMINHADO - 180g,1.26,2.74,unidade
APERGAMINHADO - 180g,1.22,2.68,unidade
APERGAMINHADO - 180g,1.22,2.67,unidade
APERGAMINHADO - 180g,1.33,2.85,unidade
APERGAMINHADO - 180g,1.21,2.65,unidade
APERGAMINHADO - 180g,1.79,3.58,unidade
APERGAMINHADO - 180g,1.77,3.55,unidade
APERGAMINHADO - 180g,1.75,3.52,unidade
APERGAMINHADO - 180g,1.91,3.78,unidade
APERGAMINHADO - 180g,1.74,3.5,unidade
APERGAMINHADO - 180g,2.1,4.08,unidade
APERGAMINHADO - 180g,2.03,3.97,unidade
APERGAMINHADO - 180g,2.1,4.08,unidade
APERGAMINHADO - 180g,2.16,4.18,unidade
APERGAMINHADO - 180g,2.08,4.06,unidade
APERGAMINHADO - 180g,2.45,4.64,unidade
APERGAMINHADO - 180g,2.39,4.54,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.01,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.01,0.74,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.01,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.01,0.74,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.01,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.01,0.74,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.01,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.01,0.74,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,7.1,12.09,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,7.42,12.6,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,7.38,12.53,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,9.62,16.12,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,13.91,22.98,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,14.94,24.62,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,13.88,22.93,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,14.21,23.45,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,16.12,26.52,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,14.73,24.3,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,15.69,25.82,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,14.7,24.24,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,15.0,24.72,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,16.88,27.72,unidade
PLASTICO COMPACTO - 50g,14.94,24.62,unidade
PLASTICO COMPACTO - 50g,14.21,23.45,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,13.93,23.0,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,13.88,22.93,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,16.12,26.52,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,14.01,23.14,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,15.69,25.82,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,14.74,24.31,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,14.7,24.24,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,15.0,24.72,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,16.88,27.72,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,14.82,24.44,unidade
PLASTICO COMPACTO - 50g,28.45,46.24,unidade
PLASTICO COMPACTO - 50g,27.98,45.49,unidade
PLASTICO COMPACTO - 50g,29.3,47.6,unidade
PLASTICO COMPACTO - 50g,27.83,45.25,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,27.75,45.11,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,27.7,45.04,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,30.15,48.96,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,29.38,47.72,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,29.33,47.65,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,29.62,48.11,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,31.1,50.48,unidade
PLASTICO COMPACTO-CARDAPIO - 50g,29.45,47.84,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,4.81,8.42,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.28,5.97,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.21,5.86,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.69,6.62,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,6.38,10.92,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.42,6.19,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,5.19,9.02,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.7,6.64,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.63,6.54,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,4.1,7.29,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,7.12,12.12,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.85,6.89,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,4.81,8.42,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.29,5.98,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.21,5.86,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.69,6.62,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,6.38,10.92,unidade
COUCHE BRILHO COM PLASTIFICAÇÃO RÍGIDA - DIGITAL - 150g,3.42,6.19,unidade
CARDÁPIOS,0.0,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.73,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
CARDÁPIOS,0.0,0.72,unidade
PVC BRANCO - CARDAPIO - 50g,28.54,46.39,unidade
PVC BRANCO - CARDAPIO - 50g,28.02,45.56,unidade
PVC BRANCO - CARDAPIO - 50g,29.62,48.12,unidade
PVC BRANCO - CARDAPIO - 50g,28.62,46.52,unidade
PVC BRANCO - CARDAPIO - 50g,28.29,45.99,unidade
PVC BRANCO - CARDAPIO - 50g,29.42,47.79,unidade
PVC BRANCO - CARDAPIO - 50g,25.23,41.08,unidade
PVC BRANCO - CARDAPIO - 50g,26.33,42.85,unidade
PVC BRANCO - CARDAPIO - 50g,32.25,52.32,unidade
